Date-Time,"PHF Rainwater Skid, Storage Tank Level (%)"
2020-10-30 04:14:58,96
2020-10-30 04:29:58,97
2020-10-30 04:44:58,96
2020-10-30 04:59:58,96
2020-10-30 05:14:58,96
2020-10-30 05:29:58,97
2020-10-30 05:44:58,96
2020-10-30 05:59:58,96
2020-10-30 06:14:58,96
2020-10-30 06:29:58,96
2020-10-30 06:44:58,96
2020-10-30 06:59:58,96
2020-10-30 07:14:58,96
2020-10-30 07:29:58,96
2020-10-30 07:44:58,96
2020-10-30 07:59:58,96
2020-10-30 08:14:58,96
2020-10-30 08:29:58,96
2020-10-30 08:44:58,96
2020-10-30 08:59:58,96
2020-10-30 09:14:58,96
2020-10-30 09:29:58,96
2020-10-30 09:44:58,96
2020-10-30 09:59:58,96
2020-10-30 10:14:58,96
2020-10-30 10:29:58,96
2020-10-30 10:44:58,96
2020-10-30 10:59:58,96
2020-10-30 11:14:58,96
2020-10-30 11:29:58,96
2020-10-30 11:44:58,96
2020-10-30 11:59:58,96
2020-10-30 12:14:58,96
2020-10-30 12:29:58,96
2020-10-30 12:44:58,96
2020-10-30 12:59:58,96
2020-10-30 13:14:58,96
2020-10-30 13:29:58,96
2020-10-30 13:44:58,96
2020-10-30 13:59:58,96
2020-10-30 14:14:58,96
2020-10-30 14:29:58,96
2020-10-30 14:44:58,96
2020-10-30 14:59:58,96
2020-10-30 15:14:58,96
2020-10-30 15:29:58,96
2020-10-30 15:44:58,96
2020-10-30 15:59:58,96
2020-10-30 16:14:58,96
2020-10-30 16:29:58,96
2020-10-30 16:44:58,96
2020-10-30 16:59:58,96
2020-10-30 17:14:58,96
2020-10-30 17:29:58,96
2020-10-30 17:44:58,96
2020-10-30 17:59:58,96
2020-10-30 18:14:58,96
2020-10-30 18:29:58,96
2020-10-30 18:44:58,96
2020-10-30 18:59:58,96
2020-11-01 07:14:58,96
2020-11-01 07:29:58,96
2020-11-01 07:44:58,96
2020-11-01 07:59:58,96
2020-11-01 08:14:58,96
2020-11-01 08:29:58,96
2020-11-01 08:44:58,96
2020-11-01 08:59:58,96
2020-11-01 09:14:58,96
2020-11-01 09:29:58,96
2020-11-01 09:44:58,96
2020-11-01 09:59:58,96
2020-11-01 10:14:58,96
2020-11-01 10:29:58,96
2020-11-01 10:44:58,96
2020-11-01 10:59:58,96
2020-11-01 11:14:58,96
2020-11-01 11:29:58,96
2020-11-01 11:44:58,96
2020-11-01 11:59:58,96
2020-11-01 12:14:58,96
2020-11-01 12:29:58,96
2020-11-01 12:44:58,96
2020-11-01 12:59:58,96
2020-11-01 13:14:58,96
2020-11-01 13:29:58,96
2020-11-01 13:44:58,96
2020-11-01 13:59:58,96
2020-11-01 14:14:58,96
2020-11-01 14:29:58,96
2020-11-01 14:44:58,96
2020-11-01 14:59:58,96
2020-11-01 15:14:58,96
2020-11-01 15:29:58,96
2020-11-01 15:44:58,96
2020-11-01 15:59:58,96
2020-11-01 16:14:58,96
2020-11-01 16:29:58,96
2020-11-01 16:44:58,96
2020-11-01 16:59:58,96
2020-11-01 17:14:58,96
2020-11-01 17:29:58,96
2020-11-01 17:44:58,96
2020-11-01 17:59:58,96
2020-11-01 18:14:58,96
2020-11-01 18:29:58,96
2020-11-01 18:44:58,96
2020-11-01 18:59:58,96
2020-11-01 19:14:58,96
2020-11-01 19:29:58,96
2020-11-01 19:44:58,96
2020-11-01 19:59:58,96
2020-11-01 20:14:58,96
2020-11-01 20:29:58,96
2020-11-01 20:44:58,96
2020-11-01 20:59:58,96
2020-11-01 21:14:58,96
2020-11-01 21:29:58,96
2020-11-01 21:44:58,96
2020-11-01 21:59:58,96
2020-11-01 22:14:58,96
2020-11-01 22:29:58,96
2020-11-01 22:44:58,96
2020-11-01 22:59:58,96
2020-11-01 23:14:58,96
2020-11-01 23:29:58,96
2020-11-01 23:44:58,96
2020-11-01 23:59:58,96
2020-11-02 00:14:58,96
2020-11-02 00:29:58,96
2020-11-02 00:44:58,96
2020-11-02 00:59:58,96
2020-11-02 01:14:58,96
2020-11-02 01:29:58,96
2020-11-02 01:44:58,96
2020-11-02 01:59:58,96
2020-11-02 02:14:58,96
2020-11-02 02:29:58,96
2020-11-02 02:44:58,96
2020-11-02 02:59:58,96
2020-11-02 03:14:58,96
2020-11-02 03:29:58,96
2020-11-02 03:44:58,96
2020-11-02 03:59:58,96
2020-11-02 04:14:58,96
2020-11-02 04:29:58,96
2020-11-02 04:44:58,96
2020-11-02 04:59:58,96
2020-11-02 05:14:58,96
2020-11-02 05:29:58,96
2020-11-02 05:44:58,96
2020-11-02 05:59:58,96
2020-11-02 06:14:58,96
2020-11-02 06:29:58,96
2020-11-02 06:44:58,96
2020-11-02 06:59:58,96
2020-11-02 07:14:58,95
2020-11-02 07:29:58,95
2020-11-02 07:44:58,95
2020-11-02 07:59:58,95
2020-11-02 08:14:58,95
2020-11-02 08:29:58,95
2020-11-02 08:44:58,95
2020-11-02 08:59:58,95
2020-11-02 09:14:58,95
2020-11-02 09:29:58,95
2020-11-02 09:44:58,95
2020-11-02 09:59:58,95
2020-11-02 10:14:58,95
2020-11-02 10:29:58,95
2020-11-02 10:44:58,95
2020-11-02 10:59:58,95
2020-11-02 11:14:58,95
2020-11-02 11:29:58,95
2020-11-02 11:44:58,95
2020-11-02 11:59:58,95
2020-11-02 12:14:58,95
2020-11-02 12:29:58,95
2020-11-02 12:44:58,95
2020-11-02 12:59:58,95
2020-11-02 13:14:58,95
2020-11-02 13:29:58,95
2020-11-02 13:44:58,95
2020-11-02 13:59:58,95
2020-11-02 14:14:58,95
2020-11-02 14:29:58,95
2020-11-02 14:44:58,95
2020-11-02 14:59:58,95
2020-11-02 15:14:58,95
2020-11-02 15:29:58,95
2020-11-02 15:44:58,95
2020-11-02 15:59:58,95
2020-11-02 16:14:58,95
2020-11-02 16:29:58,95
2020-11-02 16:44:58,95
2020-11-02 16:59:58,95
2020-11-02 17:14:58,95
2020-11-02 17:29:58,95
2020-11-02 17:44:58,95
2020-11-02 17:59:58,95
2020-11-02 18:14:58,95
2020-11-02 18:29:58,95
2020-11-02 18:44:58,95
2020-11-02 18:59:58,95
2020-11-02 19:14:58,95
2020-11-02 19:29:58,95
2020-11-02 19:44:58,95
2020-11-02 19:59:58,95
2020-11-02 20:14:58,95
2020-11-02 20:29:58,95
2020-11-02 20:44:58,95
2020-11-02 20:59:58,95
2020-11-02 21:14:58,95
2020-11-02 21:29:58,95
2020-11-02 21:44:58,95
2020-11-02 21:59:58,95
2020-11-02 22:14:58,95
2020-11-02 22:29:58,95
2020-11-02 22:44:58,95
2020-11-02 22:59:58,95
2020-11-02 23:14:58,95
2020-11-02 23:29:58,95
2020-11-02 23:44:58,95
2020-11-02 23:59:58,95
2020-11-03 00:14:58,95
2020-11-03 00:29:58,95
2020-11-03 00:44:58,95
2020-11-03 00:59:58,95
2020-11-03 01:14:58,95
2020-11-03 01:29:58,95
2020-11-03 01:44:58,95
2020-11-03 01:59:58,95
2020-11-03 02:14:58,95
2020-11-03 02:29:58,95
2020-11-03 02:44:58,95
2020-11-03 02:59:58,95
2020-11-03 03:14:58,95
2020-11-03 03:29:58,95
2020-11-03 03:44:58,95
2020-11-03 03:59:58,95
2020-11-03 04:14:58,95
2020-11-03 04:29:58,95
2020-11-03 04:44:58,95
2020-11-03 04:59:58,95
2020-11-03 05:14:58,95
2020-11-03 05:29:58,95
2020-11-03 05:44:58,95
2020-11-03 05:59:58,95
2020-11-03 06:14:58,95
2020-11-03 06:29:58,95
2020-11-03 06:44:58,95
2020-11-03 06:59:58,95
2020-11-03 07:14:58,95
2020-11-03 07:29:58,95
2020-11-03 07:44:58,95
2020-11-03 07:59:58,95
2020-11-03 08:14:58,95
2020-11-03 08:29:58,96
2020-11-03 08:44:58,96
2020-11-03 08:59:58,96
2020-11-03 09:14:58,98
2020-11-03 09:29:58,101
2020-11-03 09:44:58,101
2020-11-03 09:59:58,102
2020-11-03 10:14:58,102
2020-11-03 10:29:58,102
2020-11-03 10:44:58,102
2020-11-03 10:59:58,101
2020-11-03 11:14:58,102
2020-11-03 11:29:58,101
2020-11-03 11:44:58,101
2020-11-03 11:59:58,101
2020-11-03 12:14:58,101
2020-11-03 12:29:58,101
2020-11-03 12:44:58,101
2020-11-03 12:59:58,101
2020-11-03 13:14:58,101
2020-11-03 13:29:58,101
2020-11-03 13:44:58,101
2020-11-03 13:59:58,100
2020-11-03 14:14:58,100
2020-11-03 14:29:58,100
2020-11-03 14:44:58,100
2020-11-03 14:59:58,100
2020-11-03 15:14:58,101
2020-11-03 15:29:58,101
2020-11-03 15:44:58,101
2020-11-03 15:59:58,101
2020-11-03 16:14:58,100
2020-11-03 16:29:58,100
2020-11-03 16:44:58,100
2020-11-03 16:59:58,100
2020-11-03 17:14:58,100
2020-11-03 17:29:58,100
2020-11-03 17:44:58,100
2020-11-03 17:59:58,100
2020-11-03 18:14:58,100
2020-11-03 18:29:58,100
2020-11-03 18:44:58,100
2020-11-03 18:59:58,100
2020-11-03 19:14:58,100
2020-11-03 19:29:58,100
2020-11-03 19:44:58,100
2020-11-03 19:59:58,100
2020-11-03 20:14:58,100
2020-11-03 20:29:58,100
2020-11-03 20:44:58,100
2020-11-03 20:59:58,100
2020-11-03 21:14:58,100
2020-11-03 21:29:58,100
2020-11-03 21:44:58,100
2020-11-03 21:59:58,100
2020-11-03 22:14:58,100
2020-11-03 22:29:58,100
2020-11-03 22:44:58,100
2020-11-03 22:59:58,100
2020-11-03 23:14:58,100
2020-11-03 23:29:58,100
2020-11-03 23:44:58,100
2020-11-03 23:59:58,100
2020-11-04 00:14:58,100
2020-11-04 00:29:58,100
2020-11-04 00:44:58,100
2020-11-04 00:59:58,100
2020-11-04 01:14:58,100
2020-11-04 01:29:58,100
2020-11-04 01:44:58,101
2020-11-04 01:59:58,101
2020-11-04 02:14:58,101
2020-11-04 02:29:58,101
2020-11-04 02:44:58,101
2020-11-04 02:59:58,101
2020-11-04 03:14:58,101
2020-11-04 03:29:58,101
2020-11-04 03:44:58,100
2020-11-04 03:59:58,101
2020-11-04 04:14:58,100
2020-11-04 04:29:58,100
2020-11-04 04:44:58,100
2020-11-04 04:59:58,100
2020-11-04 05:14:58,100
2020-11-04 05:29:58,100
2020-11-04 05:44:58,101
2020-11-04 05:59:58,101
2020-11-04 06:14:58,101
2020-11-04 06:29:58,101
2020-11-04 06:44:58,101
2020-11-04 06:59:58,101
2020-11-04 07:14:58,101
2020-11-04 07:29:58,101
2020-11-04 07:44:58,101
2020-11-04 07:59:58,101
2020-11-04 08:14:58,101
2020-11-04 08:29:58,101
2020-11-04 08:44:58,101
2020-11-04 08:59:58,101
2020-11-04 09:14:58,101
2020-11-04 09:29:58,100
2020-11-04 09:44:58,100
2020-11-04 09:59:58,100
2020-11-04 10:14:58,100
2020-11-04 10:29:58,100
2020-11-04 10:44:58,100
2020-11-04 10:59:58,100
2020-11-04 11:14:58,100
2020-11-04 11:29:58,100
2020-11-04 11:44:58,100
2020-11-04 11:59:58,100
2020-11-04 12:14:58,100
2020-11-04 12:29:58,100
2020-11-04 12:44:58,100
2020-11-04 12:59:58,100
2020-11-04 13:14:58,100
2020-11-04 13:29:58,100
2020-11-04 13:44:58,100
2020-11-04 13:59:58,100
2020-11-04 14:14:58,100
2020-11-04 14:29:58,100
2020-11-04 14:44:58,100
2020-11-04 14:59:58,100
2020-11-04 15:14:58,100
2020-11-04 15:29:58,100
2020-11-04 15:44:58,100
2020-11-04 15:59:58,100
2020-11-04 16:14:58,100
2020-11-04 16:29:58,100
2020-11-04 16:44:58,100
2020-11-04 16:59:58,100
2020-11-04 17:14:58,100
2020-11-04 17:29:58,100
2020-11-04 17:44:58,100
2020-11-04 17:59:58,100
2020-11-04 18:14:58,100
2020-11-04 18:29:58,100
2020-11-04 18:44:58,100
2020-11-04 18:59:58,100
2020-11-04 19:14:58,100
2020-11-04 19:29:58,100
2020-11-04 19:44:58,100
2020-11-04 19:59:58,100
2020-11-04 20:14:58,100
2020-11-04 20:29:58,100
2020-11-04 20:44:58,100
2020-11-04 20:59:58,100
2020-11-04 21:14:58,100
2020-11-04 21:29:58,100
2020-11-04 21:44:58,100
2020-11-04 21:59:58,100
2020-11-04 22:14:58,100
2020-11-04 22:29:58,100
2020-11-04 22:44:58,100
2020-11-04 22:59:58,100
2020-11-04 23:14:58,100
2020-11-04 23:29:58,101
2020-11-04 23:44:58,101
2020-11-04 23:59:58,100
2020-11-05 00:14:58,100
2020-11-05 00:29:58,100
2020-11-05 00:44:58,100
2020-11-05 00:59:58,100
2020-11-05 01:14:58,100
2020-11-05 01:29:58,100
2020-11-05 01:44:58,100
2020-11-05 01:59:58,100
2020-11-05 02:14:58,100
2020-11-05 02:29:58,100
2020-11-05 02:44:58,100
2020-11-05 02:59:58,100
2020-11-05 03:14:58,100
2020-11-05 03:29:58,100
2020-11-05 03:44:58,100
2020-11-05 03:59:58,100
2020-11-05 04:14:58,100
2020-11-05 04:29:58,100
2020-11-05 04:44:58,100
2020-11-05 04:59:58,100
2020-11-05 05:14:58,100
2020-11-05 05:29:58,100
2020-11-05 05:44:58,100
2020-11-05 05:59:58,100
2020-11-05 06:14:58,100
2020-11-05 06:29:58,100
2020-11-05 06:44:58,100
2020-11-05 06:59:58,100
2020-11-05 07:14:58,100
2020-11-05 07:29:58,100
2020-11-05 07:44:58,100
2020-11-05 07:59:58,100
2020-11-05 08:14:58,100
2020-11-05 08:29:58,100
2020-11-05 08:44:58,100
2020-11-05 08:59:58,100
2020-11-05 09:14:58,100
2020-11-05 09:29:58,100
2020-11-05 09:44:58,100
2020-11-05 09:59:58,100
2020-11-05 10:45:00,100
2020-11-05 11:00:00,100
2020-11-05 11:15:00,100
2020-11-05 11:30:00,100
2020-11-05 11:45:00,100
2020-11-05 12:00:00,100
2020-11-05 12:15:00,100
2020-11-05 12:30:00,100
2020-11-05 12:45:00,101
2020-11-05 13:00:00,101
2020-11-05 13:15:00,101
2020-11-05 13:30:00,101
2020-11-05 13:45:00,101
2020-11-05 14:00:00,101
2020-11-05 14:15:00,101
2020-11-05 15:00:00,100
2020-11-05 15:15:00,100
2020-11-05 15:30:00,100
2020-11-05 15:45:00,101
2020-11-05 16:00:00,101
2020-11-05 16:15:00,101
2020-11-05 16:30:00,100
2020-11-05 16:45:00,100
2020-11-05 17:00:00,100
2020-11-05 17:15:00,100
2020-11-05 17:30:00,100
2020-11-05 17:45:00,100
2020-11-05 18:00:00,100
2020-11-05 18:15:00,100
2020-11-05 18:30:00,100
2020-11-05 18:45:00,100
2020-11-05 19:00:00,100
2020-11-05 19:15:00,100
2020-11-05 19:30:00,100
2020-11-05 19:45:00,100
2020-11-05 20:00:00,100
2020-11-05 20:15:00,100
2020-11-05 20:30:00,100
2020-11-05 20:45:00,100
2020-11-05 21:00:00,100
2020-11-05 21:15:00,100
2020-11-05 21:30:00,100
2020-11-05 21:45:00,100
2020-11-05 22:00:00,100
2020-11-05 22:15:00,100
2020-11-05 22:30:00,100
2020-11-05 22:45:00,100
2020-11-05 23:00:00,100
2020-11-05 23:15:00,100
2020-11-05 23:30:00,100
2020-11-05 23:45:00,100
2020-11-06 00:00:00,100
2020-11-06 00:15:00,100
2020-11-06 00:30:00,100
2020-11-06 00:45:00,100
2020-11-06 01:00:00,100
2020-11-06 01:15:00,100
2020-11-06 01:30:00,100
2020-11-06 01:45:00,100
2020-11-06 02:00:00,100
2020-11-06 02:15:00,100
2020-11-06 02:30:00,100
2020-11-06 02:45:00,100
2020-11-06 03:00:00,100

